Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Core Competency,Score,Proficiency Level,Anchor Value,Core Competency ID
ANZSCO 4,1491,,"Amusement, Fitness and Sports Centre Managers",Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 4,1491,,"Amusement, Fitness and Sports Centre Managers",Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,1491,,"Amusement, Fitness and Sports Centre Managers",Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 4,1493,,Conference and Event Organisers,Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 4,1493,,Conference and Event Organisers,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 4,1493,,Conference and Event Organisers,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,1493,,Conference and Event Organisers,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 4,1493,,Conference and Event Organisers,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 4,1493,,Conference and Event Organisers,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 4,1493,,Conference and Event Organisers,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 4,1493,,Conference and Event Organisers,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 4,1493,,Conference and Event Organisers,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 4,1493,,Conference and Event Organisers,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 4,2113,,Photographers,Numeracy,3,Basic,Count the amount of change to be given to a customer,101
ANZSCO 4,2113,,Photographers,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 4,2113,,Photographers,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,2113,,Photographers,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 4,2113,,Photographers,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 4,2113,,Photographers,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 4,2113,,Photographers,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 4,2113,,Photographers,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 4,2113,,Photographers,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,2113,,Photographers,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Numeracy,3,Basic,Count the amount of change to be given to a customer,101
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 4,2124,,Journalists and Other Writers,Numeracy,2,Basic,Check the weight and length of a product against a job ticket,101
ANZSCO 4,2124,,Journalists and Other Writers,Writing,8,High,Write a legally binding contract for services provided by one business to another,104
ANZSCO 4,2124,,Journalists and Other Writers,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 4,2124,,Journalists and Other Writers,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,2124,,Journalists and Other Writers,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 4,2124,,Journalists and Other Writers,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 4,2124,,Journalists and Other Writers,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 4,2124,,Journalists and Other Writers,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 4,2124,,Journalists and Other Writers,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 4,2124,,Journalists and Other Writers,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 4,2221,,Financial Brokers,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 4,2221,,Financial Brokers,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,2221,,Financial Brokers,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios,101
ANZSCO 4,2221,,Financial Brokers,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 4,2221,,Financial Brokers,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 4,2221,,Financial Brokers,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 4,2221,,Financial Brokers,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 4,2221,,Financial Brokers,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
