Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Technology Tool,Emerging/Trending,Technology Tool ID
ANZSCO 4,1421,,Retail Managers,Statistical and data analysis software,,31066
ANZSCO 4,1491,,"Amusement, Fitness and Sports Centre Managers",Document management and code versioning software,,31020
ANZSCO 4,1493,,Conference and Event Organisers,Social media platforms,Trending,31063
ANZSCO 4,1493,,Conference and Event Organisers,Graphics or photo imaging software,,31033
ANZSCO 4,1493,,Conference and Event Organisers,Financial analysis software,,31029
ANZSCO 4,1493,,Conference and Event Organisers,Customer relationship management CRM software,,31015
ANZSCO 4,2113,,Photographers,Social media platforms,,31063
ANZSCO 4,2113,,Photographers,Web page creation and editing software,,31070
ANZSCO 4,2113,,Photographers,Graphics or photo imaging software,,31033
ANZSCO 4,2113,,Photographers,Video creation and editing software,,31068
ANZSCO 4,2113,,Photographers,Accounting software,,31001
ANZSCO 4,2113,,Photographers,Business intelligence and decision support software,,31010
ANZSCO 4,2113,,Photographers,Document management and code versioning software,,31020
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Graphics or photo imaging software,,31033
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Web page creation and editing software,,31070
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Accounting software,,31001
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Document management and code versioning software,,31020
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Enterprise application integration software,,31024
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Point of sale (POS) and EFTPOS systems,,31054
ANZSCO 4,2114,,Visual Arts and Crafts Professionals,Software development and programming languages,,31064
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Graphics or photo imaging software,Trending,31033
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Video creation and editing software,,31068
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Social media platforms,Emerging,31063
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Music or sound editing software,,31047
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Software development and programming languages,,31064
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Document management and code versioning software,Trending,31020
ANZSCO 4,2123,,"Film, Television, Radio and Stage Directors",Enterprise application integration software,,31024
ANZSCO 4,2124,,Journalists and Other Writers,Social media platforms,Trending,31063
ANZSCO 4,2124,,Journalists and Other Writers,Business intelligence and decision support software,,31010
ANZSCO 4,2124,,Journalists and Other Writers,Video creation and editing software,,31068
ANZSCO 4,2124,,Journalists and Other Writers,Software development and programming languages,,31064
ANZSCO 4,2124,,Journalists and Other Writers,Document management and code versioning software,Trending,31020
ANZSCO 4,2124,,Journalists and Other Writers,Graphics or photo imaging software,Trending,31033
ANZSCO 4,2124,,Journalists and Other Writers,Web page creation and editing software,Trending,31070
ANZSCO 4,2221,,Financial Brokers,Customer relationship management CRM software,,31015
ANZSCO 4,2221,,Financial Brokers,Accounting software,,31001
ANZSCO 4,2221,,Financial Brokers,Financial analysis software,,31029
ANZSCO 4,2221,,Financial Brokers,Financial and commodities services software,,31030
ANZSCO 4,2221,,Financial Brokers,Software development and programming languages,Emerging,31064
ANZSCO 4,2222,,Financial Dealers,Statistical and data analysis software,,31066
ANZSCO 4,2222,,Financial Dealers,Software development and programming languages,,31064
ANZSCO 4,2222,,Financial Dealers,Business intelligence and decision support software,,31010
ANZSCO 4,2222,,Financial Dealers,Customer relationship management CRM software,,31015
ANZSCO 4,2222,,Financial Dealers,Financial and commodities services software,,31030
ANZSCO 4,2233,,Training and Development Professionals,Enterprise resource planning ERP software,,31025
ANZSCO 4,2233,,Training and Development Professionals,E-learning software,,31022
ANZSCO 4,2233,,Training and Development Professionals,Graphics or photo imaging software,,31033
ANZSCO 4,2233,,Training and Development Professionals,Software development and programming languages,,31064
ANZSCO 4,2233,,Training and Development Professionals,Project management software,,31056
ANZSCO 4,2243,,Economists,Statistical and data analysis software,Emerging,31066
ANZSCO 4,2243,,Economists,Software development and programming languages,,31064
ANZSCO 4,2243,,Economists,Business intelligence and decision support software,,31010
ANZSCO 4,2243,,Economists,Database management software,,31017
ANZSCO 4,2243,,Economists,Financial analysis software,,31029
ANZSCO 4,2245,,Land Economists and Valuers,Business intelligence and decision support software,,31010
ANZSCO 4,2245,,Land Economists and Valuers,Document management and code versioning software,,31020
ANZSCO 4,2245,,Land Economists and Valuers,Enterprise application integration software,,31024
ANZSCO 4,2245,,Land Economists and Valuers,Geographic information systems (GIS),,31031
ANZSCO 4,2245,,Land Economists and Valuers,Statistical and data analysis software,Emerging,31066
ANZSCO 4,2246,,Librarians,Social media platforms,,31063
ANZSCO 4,2246,,Librarians,Web page creation and editing software,,31070
ANZSCO 4,2246,,Librarians,Project management software,,31056
ANZSCO 4,2246,,Librarians,Enterprise application integration software,,31024
ANZSCO 4,2246,,Librarians,Software development and programming languages,,31064
ANZSCO 4,2246,,Librarians,Library management systems,Trending,31040
ANZSCO 4,2251,,Advertising and Marketing Professionals,Social media platforms,Trending,31063
ANZSCO 4,2251,,Advertising and Marketing Professionals,Graphics or photo imaging software,,31033
ANZSCO 4,2251,,Advertising and Marketing Professionals,Customer relationship management CRM software,Trending,31015
ANZSCO 4,2251,,Advertising and Marketing Professionals,Statistical and data analysis software,Trending,31066
ANZSCO 4,2251,,Advertising and Marketing Professionals,Enterprise resource planning ERP software,,31025
ANZSCO 4,2251,,Advertising and Marketing Professionals,Business intelligence and decision support software,Trending,31010
ANZSCO 4,2251,,Advertising and Marketing Professionals,Document management and code versioning software,Trending,31020
ANZSCO 4,2251,,Advertising and Marketing Professionals,Web page creation and editing software,Trending,31070
ANZSCO 4,2252,,ICT Sales Professionals,Enterprise resource planning ERP software,Emerging,31025
ANZSCO 4,2252,,ICT Sales Professionals,Customer relationship management CRM software,Trending,31015
ANZSCO 4,2252,,ICT Sales Professionals,Software development and programming languages,,31064
ANZSCO 4,2252,,ICT Sales Professionals,Business intelligence and decision support software,Emerging,31010
ANZSCO 4,2252,,ICT Sales Professionals,Project management software,,31056
ANZSCO 4,2252,,ICT Sales Professionals,Application server software,Emerging,31004
ANZSCO 4,2252,,ICT Sales Professionals,Industrial control and automation software,,31036
ANZSCO 4,2252,,ICT Sales Professionals,Network security and virtual private network VPN software,,31049
ANZSCO 4,2252,,ICT Sales Professionals,Statistical and data analysis software,,31066
ANZSCO 4,2253,,Public Relations Professionals,Social media platforms,Trending,31063
ANZSCO 4,2253,,Public Relations Professionals,Graphics or photo imaging software,,31033
ANZSCO 4,2253,,Public Relations Professionals,Project management software,,31056
ANZSCO 4,2253,,Public Relations Professionals,Customer relationship management CRM software,,31015
ANZSCO 4,2253,,Public Relations Professionals,Business intelligence and decision support software,,31010
ANZSCO 4,2253,,Public Relations Professionals,Audio/video conferencing software,Trending,31005
ANZSCO 4,2253,,Public Relations Professionals,Document management and code versioning software,Trending,31020
ANZSCO 4,2253,,Public Relations Professionals,Statistical and data analysis software,Trending,31066
ANZSCO 4,2253,,Public Relations Professionals,Web page creation and editing software,Trending,31070
ANZSCO 4,2254,,Technical Sales Representatives,Enterprise resource planning ERP software,,31025
ANZSCO 4,2254,,Technical Sales Representatives,Software development and programming languages,,31064
ANZSCO 4,2254,,Technical Sales Representatives,Business intelligence and decision support software,,31010
ANZSCO 4,2254,,Technical Sales Representatives,Customer relationship management CRM software,Trending,31015
ANZSCO 4,2254,,Technical Sales Representatives,Enterprise application integration software,,31024
ANZSCO 4,2254,,Technical Sales Representatives,Accounting software,,31001
ANZSCO 4,2254,,Technical Sales Representatives,Network security and virtual private network VPN software,,31049
ANZSCO 4,2311,,Air Transport Professionals,"Air, space, or watercraft guidance systems",,31002
ANZSCO 4,2311,,Air Transport Professionals,Aviation and marine communication systems,,31007
ANZSCO 4,2322,,Surveyors and Spatial Scientists,Technical design and modelling software (2D and 3D),Trending,31067
ANZSCO 4,2322,,Surveyors and Spatial Scientists,Geographic information systems (GIS),,31031
ANZSCO 4,2322,,Surveyors and Spatial Scientists,GPS and navigation technologies,,31032
ANZSCO 4,2322,,Surveyors and Spatial Scientists,Mapping software,,31041
ANZSCO 4,2322,,Surveyors and Spatial Scientists,Software development and programming languages,,31064
ANZSCO 4,2322,,Surveyors and Spatial Scientists,Statistical and data analysis software,Emerging,31066
ANZSCO 4,2325,,Interior Designers,Technical design and modelling software (2D and 3D),Trending,31067
ANZSCO 4,2325,,Interior Designers,Graphics or photo imaging software,,31033
ANZSCO 4,2325,,Interior Designers,Video creation and editing software,,31068
ANZSCO 4,2325,,Interior Designers,Document management and code versioning software,Trending,31020
ANZSCO 4,2326,,Urban and Regional Planners,Graphics or photo imaging software,,31033
ANZSCO 4,2326,,Urban and Regional Planners,Technical design and modelling software (2D and 3D),Trending,31067
ANZSCO 4,2326,,Urban and Regional Planners,Project management software,,31056
ANZSCO 4,2326,,Urban and Regional Planners,Enterprise resource planning ERP software,,31025
ANZSCO 4,2326,,Urban and Regional Planners,Mapping software,,31041
ANZSCO 4,2326,,Urban and Regional Planners,Geographic information systems (GIS),,31031
ANZSCO 4,2333,,Electrical Engineers,Technical design and modelling software (2D and 3D),Emerging,31067
ANZSCO 4,2333,,Electrical Engineers,Industrial control and automation software,,31036
ANZSCO 4,2333,,Electrical Engineers,Enterprise resource planning ERP software,,31025
ANZSCO 4,2333,,Electrical Engineers,Project management software,,31056
ANZSCO 4,2333,,Electrical Engineers,Software development and programming languages,,31064
ANZSCO 4,2333,,Electrical Engineers,Business intelligence and decision support software,,31010
ANZSCO 4,2333,,Electrical Engineers,Statistical and data analysis software,,31066
ANZSCO 4,2334,,Electronics Engineers,Technical design and modelling software (2D and 3D),Emerging,31067
ANZSCO 4,2334,,Electronics Engineers,Statistical and data analysis software,,31066
ANZSCO 4,2334,,Electronics Engineers,Software development and programming languages,,31064
ANZSCO 4,2334,,Electronics Engineers,Enterprise application integration software,,31024
ANZSCO 4,2334,,Electronics Engineers,Application and load testing software,Emerging,31003
ANZSCO 4,2334,,Electronics Engineers,Graphics or photo imaging software,Emerging,31033
ANZSCO 4,2334,,Electronics Engineers,Industrial control and automation software,Emerging,31036
ANZSCO 4,2344,,"Geologists, Geophysicists and Hydrogeologists",Mapping software,,31041
ANZSCO 4,2344,,"Geologists, Geophysicists and Hydrogeologists",Geographic information systems (GIS),Trending,31031
ANZSCO 4,2344,,"Geologists, Geophysicists and Hydrogeologists",Software development and programming languages,,31064
ANZSCO 4,2344,,"Geologists, Geophysicists and Hydrogeologists",Project management software,,31056
ANZSCO 4,2344,,"Geologists, Geophysicists and Hydrogeologists",Database management software,,31017
ANZSCO 4,2344,,"Geologists, Geophysicists and Hydrogeologists",Technical design and modelling software (2D and 3D),Trending,31067
ANZSCO 4,2347,,Veterinarians,Diagnostic and medical Imaging software,Trending,31019
ANZSCO 4,2347,,Veterinarians,Document management and code versioning software,,31020
ANZSCO 4,2347,,Veterinarians,Medical imaging apparatus,,31045
ANZSCO 4,2347,,Veterinarians,Patient management systems and electronic health records,,31052
ANZSCO 4,2347,,Veterinarians,Radiation therapy equipment,,31058
ANZSCO 4,2412,,Primary School Teachers,E-learning software,,31022
ANZSCO 4,2412,,Primary School Teachers,Education and learning management systems,,31021
ANZSCO 4,2412,,Primary School Teachers,Graphics or photo imaging software,,31033
ANZSCO 4,2412,,Primary School Teachers,Project management software,,31056
ANZSCO 4,2413,,Middle School Teachers / Intermediate School Teachers,Education and learning management systems,,31021
ANZSCO 4,2413,,Middle School Teachers / Intermediate School Teachers,E-learning software,,31022
ANZSCO 4,2413,,Middle School Teachers / Intermediate School Teachers,Project management software,,31056
ANZSCO 4,2413,,Middle School Teachers / Intermediate School Teachers,Social media platforms,,31063
ANZSCO 4,2413,,Middle School Teachers / Intermediate School Teachers,Video creation and editing software,,31068
ANZSCO 4,2414,,Secondary School Teachers,Education and learning management systems,,31021
ANZSCO 4,2414,,Secondary School Teachers,Project management software,,31056
ANZSCO 4,2415,,Special Education Teachers,E-learning software,,31022
ANZSCO 4,2415,,Special Education Teachers,Video creation and editing software,,31068
ANZSCO 4,2415,,Special Education Teachers,Education and learning management systems,,31021
ANZSCO 4,2415,,Special Education Teachers,Project management software,,31056
ANZSCO 4,2422,,Vocational Education Teachers / Polytechnic Teachers,Education and learning management systems,,31021
ANZSCO 4,2422,,Vocational Education Teachers / Polytechnic Teachers,E-learning software,,31022
ANZSCO 4,2422,,Vocational Education Teachers / Polytechnic Teachers,File storage technologies,,31028
ANZSCO 4,2491,,Education Advisers and Reviewers,E-learning software,,31022
ANZSCO 4,2491,,Education Advisers and Reviewers,Database management software,,31017
ANZSCO 4,2491,,Education Advisers and Reviewers,Enterprise application integration software,,31024
ANZSCO 4,2491,,Education Advisers and Reviewers,Software development and programming languages,,31064
ANZSCO 4,2491,,Education Advisers and Reviewers,Graphics or photo imaging software,,31033
ANZSCO 4,2492,,Private Tutors and Teachers,Social media platforms,,31063
ANZSCO 4,2492,,Private Tutors and Teachers,Business intelligence and decision support software,,31010
ANZSCO 4,2492,,Private Tutors and Teachers,Graphics or photo imaging software,,31033
ANZSCO 4,2492,,Private Tutors and Teachers,Document management and code versioning software,,31020
ANZSCO 4,2492,,Private Tutors and Teachers,Software development and programming languages,,31064
ANZSCO 4,2511,,Nutrition Professionals,Audio/video conferencing software,Emerging,31005
ANZSCO 4,2511,,Nutrition Professionals,Business intelligence and decision support software,,31010
ANZSCO 4,2511,,Nutrition Professionals,Patient management systems and electronic health records,,31052
ANZSCO 4,2511,,Nutrition Professionals,Statistical and data analysis software,,31066
ANZSCO 4,2521,,Chiropractors and Osteopaths,Patient management systems and electronic health records,,31052
ANZSCO 4,2523,,Dental Practitioners,Patient management systems and electronic health records,,31052
ANZSCO 4,2523,,Dental Practitioners,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 4,2524,,Occupational Therapists,Social media platforms,,31063
ANZSCO 4,2524,,Occupational Therapists,Audio/video conferencing software,Emerging,31005
ANZSCO 4,2524,,Occupational Therapists,Patient management systems and electronic health records,,31052
ANZSCO 4,2525,,Physiotherapists,Patient management systems and electronic health records,,31052
ANZSCO 4,2526,,Podiatrists,Medical imaging apparatus,,31045
ANZSCO 4,2526,,Podiatrists,Patient management systems and electronic health records,,31052
ANZSCO 4,2527,,Audiologists and Speech Pathologists / Therapists,Patient management systems and electronic health records,,31052
ANZSCO 4,2531,,General Practitioners and Resident Medical Officers,Diagnostic and medical Imaging software,,31019
ANZSCO 4,2531,,General Practitioners and Resident Medical Officers,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 4,2531,,General Practitioners and Resident Medical Officers,Patient management systems and electronic health records,,31052
ANZSCO 4,2532,,Anaesthetists,Business intelligence and decision support software,,31010
ANZSCO 4,2532,,Anaesthetists,Medical treatment devices,,31046
ANZSCO 4,2532,,Anaesthetists,Patient management systems and electronic health records,,31052
ANZSCO 4,2533,,Specialist Physicians,Patient management systems and electronic health records,,31052
ANZSCO 4,2534,,Psychiatrists,Patient management systems and electronic health records,,31052
ANZSCO 4,2534,,Psychiatrists,Audio/video conferencing software,Emerging,31005
ANZSCO 4,2535,,Surgeons,Medical imaging apparatus,,31045
ANZSCO 4,2535,,Surgeons,Medical treatment devices,,31046
ANZSCO 4,2535,,Surgeons,Patient management systems and electronic health records,,31052
ANZSCO 4,2541,,Midwives,Business intelligence and decision support software,,31010
ANZSCO 4,2541,,Midwives,Patient management systems and electronic health records,,31052
ANZSCO 4,2541,,Midwives,Project management software,,31056
ANZSCO 4,2541,,Midwives,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 4,2541,,Midwives,Medical treatment devices,,31046
ANZSCO 4,2543,,Nurse Managers,Business intelligence and decision support software,,31010
ANZSCO 4,2543,,Nurse Managers,Social media platforms,,31063
ANZSCO 4,2543,,Nurse Managers,Enterprise resource planning ERP software,,31025
ANZSCO 4,2543,,Nurse Managers,Financial analysis software,,31029
ANZSCO 4,2543,,Nurse Managers,Patient management systems and electronic health records,,31052
ANZSCO 4,2543,,Nurse Managers,Software development and programming languages,,31064
ANZSCO 4,2543,,Nurse Managers,Project management software,,31056
ANZSCO 4,2543,,Nurse Managers,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 4,2543,,Nurse Managers,Medical treatment devices,,31046
ANZSCO 4,2544,,Registered Nurses,Business intelligence and decision support software,,31010
ANZSCO 4,2544,,Registered Nurses,Patient management systems and electronic health records,,31052
ANZSCO 4,2544,,Registered Nurses,Project management software,,31056
ANZSCO 4,2544,,Registered Nurses,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 4,2544,,Registered Nurses,Medical treatment devices,,31046
ANZSCO 4,2611,,ICT Business and Systems Analysts,Enterprise resource planning ERP software,Trending,31025
ANZSCO 4,2611,,ICT Business and Systems Analysts,Business intelligence and decision support software,,31010
ANZSCO 4,2611,,ICT Business and Systems Analysts,Software development and programming languages,,31064
ANZSCO 4,2611,,ICT Business and Systems Analysts,Project management software,,31056
ANZSCO 4,2611,,ICT Business and Systems Analysts,Financial analysis software,,31029
ANZSCO 4,2611,,ICT Business and Systems Analysts,Application and load testing software,Trending,31003
ANZSCO 4,2611,,ICT Business and Systems Analysts,Application server software,Trending,31004
ANZSCO 4,2611,,ICT Business and Systems Analysts,Content workflow software,Trending,31013
ANZSCO 4,2611,,ICT Business and Systems Analysts,Customer relationship management CRM software,,31015
ANZSCO 4,2611,,ICT Business and Systems Analysts,Data conversion software,Trending,31016
ANZSCO 4,2611,,ICT Business and Systems Analysts,Database management software,Trending,31017
ANZSCO 4,2613,,Software and Applications Programmers,Application server software,,31004
ANZSCO 4,2613,,Software and Applications Programmers,Business intelligence and decision support software,,31010
ANZSCO 4,2613,,Software and Applications Programmers,Configuration management software,,31012
ANZSCO 4,2613,,Software and Applications Programmers,Database management software,,31017
ANZSCO 4,2613,,Software and Applications Programmers,Enterprise application integration software,,31024
ANZSCO 4,2613,,Software and Applications Programmers,Project management software,,31056
ANZSCO 4,2613,,Software and Applications Programmers,Software development and programming languages,,31064
ANZSCO 4,2613,,Software and Applications Programmers,Statistical and data analysis software,,31066
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Application and load testing software,,31003
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Business intelligence and decision support software,Trending,31010
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Configuration management software,,31012
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Customer relationship management CRM software,Trending,31015
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Database management software,Trending,31017
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Enterprise application integration software,Trending,31024
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Network monitoring software,,31048
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Project management software,,31056
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Software development and programming languages,Trending,31064
ANZSCO 4,2621,,"Database and Systems Administrators, and ICT Security Specialists",Statistical and data analysis software,,31066
ANZSCO 4,2632,,ICT Support and Test Engineers,Application and load testing software,Trending,31003
ANZSCO 4,2632,,ICT Support and Test Engineers,Business intelligence and decision support software,,31010
ANZSCO 4,2632,,ICT Support and Test Engineers,Content workflow software,Trending,31013
ANZSCO 4,2632,,ICT Support and Test Engineers,Database management software,,31017
ANZSCO 4,2632,,ICT Support and Test Engineers,Enterprise application integration software,Trending,31024
ANZSCO 4,2632,,ICT Support and Test Engineers,Enterprise resource planning ERP software,,31025
ANZSCO 4,2632,,ICT Support and Test Engineers,Project management software,Trending,31056
ANZSCO 4,2632,,ICT Support and Test Engineers,Software development and programming languages,Trending,31064
ANZSCO 4,2633,,Telecommunications Engineering Professionals,Software development and programming languages,,31064
ANZSCO 4,2633,,Telecommunications Engineering Professionals,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,2633,,Telecommunications Engineering Professionals,Business intelligence and decision support software,,31010
ANZSCO 4,2633,,Telecommunications Engineering Professionals,Graphics or photo imaging software,,31033
ANZSCO 4,2633,,Telecommunications Engineering Professionals,Remote access software,,31061
ANZSCO 4,2633,,Telecommunications Engineering Professionals,Electrical and electronic systems measurement instruments,,31023
ANZSCO 4,2633,,Telecommunications Engineering Professionals,Premise automated branch exchange (PABX) systems,,31055
ANZSCO 4,2711,,Barristers,Document management and code versioning software,,31020
ANZSCO 4,2711,,Barristers,Accounting software,,31001
ANZSCO 4,2711,,Barristers,Business intelligence and decision support software,,31010
ANZSCO 4,2711,,Barristers,Enterprise resource planning ERP software,,31025
ANZSCO 4,2711,,Barristers,Statistical and data analysis software,,31066
ANZSCO 4,2712,,Judicial and Other Legal Professionals,Document management and code versioning software,,31020
ANZSCO 4,2713,,Solicitors,Document management and code versioning software,,31020
ANZSCO 4,2713,,Solicitors,Enterprise resource planning ERP software,,31025
ANZSCO 4,2713,,Solicitors,Accounting software,,31001
ANZSCO 4,2713,,Solicitors,Business intelligence and decision support software,,31010
ANZSCO 4,2721,,Counsellors,Statistical and data analysis software,,31066
ANZSCO 4,2721,,Counsellors,Audio/video conferencing software,Emerging,31005
ANZSCO 4,2721,,Counsellors,File storage technologies,,31028
ANZSCO 4,2721,,Counsellors,Patient management systems and electronic health records,,31052
ANZSCO 4,2722,,Ministers of Religion,Social media platforms,,31063
ANZSCO 4,2724,,Social Professionals,Software development and programming languages,,31064
ANZSCO 4,2724,,Social Professionals,Statistical and data analysis software,,31066
ANZSCO 4,2724,,Social Professionals,Social media platforms,,31063
ANZSCO 4,2724,,Social Professionals,Graphics or photo imaging software,,31033
ANZSCO 4,2724,,Social Professionals,Business intelligence and decision support software,,31010
ANZSCO 4,2724,,Social Professionals,Project management software,,31056
ANZSCO 4,2724,,Social Professionals,Human resources software,Emerging,31035
ANZSCO 4,2725,,Social Workers,Social media platforms,,31063
ANZSCO 4,2725,,Social Workers,Business intelligence and decision support software,,31010
ANZSCO 4,2725,,Social Workers,Patient management systems and electronic health records,,31052
ANZSCO 4,3124,,Electronic Engineering Draftspersons and Technicians,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3124,,Electronic Engineering Draftspersons and Technicians,Enterprise resource planning ERP software,,31025
ANZSCO 4,3124,,Electronic Engineering Draftspersons and Technicians,Business intelligence and decision support software,,31010
ANZSCO 4,3124,,Electronic Engineering Draftspersons and Technicians,Software development and programming languages,,31064
ANZSCO 4,3124,,Electronic Engineering Draftspersons and Technicians,Statistical and data analysis software,,31066
ANZSCO 4,3132,,Telecommunications Technical Specialists,Business intelligence and decision support software,,31010
ANZSCO 4,3132,,Telecommunications Technical Specialists,Electrical and electronic systems measurement instruments,,31023
ANZSCO 4,3132,,Telecommunications Technical Specialists,Graphics or photo imaging software,,31033
ANZSCO 4,3132,,Telecommunications Technical Specialists,Network monitoring software,,31048
ANZSCO 4,3132,,Telecommunications Technical Specialists,Network security and virtual private network VPN software,,31049
ANZSCO 4,3132,,Telecommunications Technical Specialists,Premise automated branch exchange (PABX) systems,,31055
ANZSCO 4,3132,,Telecommunications Technical Specialists,Remote access software,,31061
ANZSCO 4,3132,,Telecommunications Technical Specialists,Software development and programming languages,,31064
ANZSCO 4,3132,,Telecommunications Technical Specialists,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3211,,Automotive Electricians,Mapping software,,31041
ANZSCO 4,3211,,Automotive Electricians,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3221,,"Metal Casting, Forging and Finishing Trades Workers",Business intelligence and decision support software,,31010
ANZSCO 4,3221,,"Metal Casting, Forging and Finishing Trades Workers",Industrial control and automation software,,31036
ANZSCO 4,3221,,"Metal Casting, Forging and Finishing Trades Workers",Inventory management software,,31039
ANZSCO 4,3222,,Sheetmetal Trades Workers,Computer aided manufacturing (CAM),,31011
ANZSCO 4,3222,,Sheetmetal Trades Workers,Industrial control and automation software,,31036
ANZSCO 4,3233,,Precision Metal Trades Workers,Industrial control and automation software,,31036
ANZSCO 4,3321,,Floor Finishers,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3322,,Painting Trades Workers,Graphics or photo imaging software,,31033
ANZSCO 4,3334,,Wall and Floor Tilers,Customer relationship management CRM software,,31015
ANZSCO 4,3411,,Electricians,Industrial control and automation software,,31036
ANZSCO 4,3411,,Electricians,Enterprise resource planning ERP software,,31025
ANZSCO 4,3411,,Electricians,Business intelligence and decision support software,,31010
ANZSCO 4,3411,,Electricians,Electrical and electronic systems measurement instruments,,31023
ANZSCO 4,3411,,Electricians,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3421,,Airconditioning and Refrigeration Mechanics,Business intelligence and decision support software,,31010
ANZSCO 4,3421,,Airconditioning and Refrigeration Mechanics,Enterprise resource planning ERP software,,31025
ANZSCO 4,3421,,Airconditioning and Refrigeration Mechanics,Industrial control and automation software,,31036
ANZSCO 4,3421,,Airconditioning and Refrigeration Mechanics,Scientific instruments,,31062
ANZSCO 4,3421,,Airconditioning and Refrigeration Mechanics,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3424,,Telecommunications Trades Workers,Industrial control and automation software,,31036
ANZSCO 4,3424,,Telecommunications Trades Workers,Network switches,Emerging,31050
ANZSCO 4,3611,,Animal Attendants and Trainers,Business intelligence and decision support software,,31010
ANZSCO 4,3613,,Veterinary Nurses,Patient management systems and electronic health records,,31052
ANZSCO 4,3613,,Veterinary Nurses,Business intelligence and decision support software,,31010
ANZSCO 4,3627,,Landscape Gardeners and Irrigation Technicians,Graphics or photo imaging software,,31033
ANZSCO 4,3922,,Graphic Pre-press Trades Workers,Document management and code versioning software,,31020
ANZSCO 4,3922,,Graphic Pre-press Trades Workers,Graphics or photo imaging software,,31033
ANZSCO 4,3923,,Printers,Graphics or photo imaging software,,31033
ANZSCO 4,3923,,Printers,Document management and code versioning software,,31020
ANZSCO 4,3923,,Printers,File storage technologies,,31028
ANZSCO 4,3933,,Upholsterers,Graphics or photo imaging software,,31033
ANZSCO 4,3933,,Upholsterers,Accounting software,,31001
ANZSCO 4,3941,,Cabinetmakers,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3941,,Cabinetmakers,Facilities management software,,31027
ANZSCO 4,3941,,Cabinetmakers,Industrial control and automation software,,31036
ANZSCO 4,3941,,Cabinetmakers,Project management software,,31056
ANZSCO 4,3991,,Boat Builders and Shipwrights,Business intelligence and decision support software,,31010
ANZSCO 4,3991,,Boat Builders and Shipwrights,Project management software,,31056
ANZSCO 4,3991,,Boat Builders and Shipwrights,Technical design and modelling software (2D and 3D),,31067
ANZSCO 4,3994,,Jewellers,Accounting software,,31001
ANZSCO 4,3996,,Signwriters,"Materials requirements planning, logistics and supply chain software",,31042
ANZSCO 4,4111,,Ambulance Officers and Paramedics,GPS and navigation technologies,,31032
ANZSCO 4,4111,,Ambulance Officers and Paramedics,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Medical treatment devices,,31046
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Patient management systems and electronic health records,,31052
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Radio frequency transmitters or receivers,,31059
ANZSCO 4,4113,,Diversional Therapists,Music or sound editing software,,31047
ANZSCO 4,4113,,Diversional Therapists,Patient management systems and electronic health records,,31052
ANZSCO 4,4114,,Enrolled and Mothercraft Nurses,Business intelligence and decision support software,,31010
ANZSCO 4,4114,,Enrolled and Mothercraft Nurses,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 4,4114,,Enrolled and Mothercraft Nurses,Medical treatment devices,,31046
ANZSCO 4,4114,,Enrolled and Mothercraft Nurses,Patient management systems and electronic health records,,31052
ANZSCO 4,4114,,Enrolled and Mothercraft Nurses,Project management software,,31056
